job_id,title,company,location,is_active,job_state,posted_time,employment_type,experience_level,salary,applicants,linkedin_url,description,scraped_at
4084404525,Project Manager,Airtel Digital,"Noida, Uttar Pradesh, India",True,LISTED,1 week ago,Full-time,Entry level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4084404525/,"Project Manager (Reporting and Customer Management) We (Airtel) are seeking an experienced Project Manager specializing in reporting and customer management to join our team. The ideal candidate will have a strong background in project management methodologies, excellent communication skills, and a passion for delivering exceptional customer experiences. This role requires proficiency in managing reporting projects, overseeing customer relationships, and ensuring project success through effective planning and execution.
Education:
Bachelor's degree in Business Administration, Management, or related field. Project Management Professional (PMP) certification is preferred.
Technical Skills
Proficiency in project management tools such as Microsoft Project, JIRA, Confluence.
Experience with data visualization and reporting tools like Tableau, Power BI, or Google Data Studio.
Strong understanding of project management methodologies such as Agile, Scrum, or Waterfall.
Excellent proficiency in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook). Soft Skills:
Exceptional communication and interpersonal skills, with the ability to build and maintain strong relationships with clients and internal teams.
Strong leadership and decision-making abilities, with a focus on driving project success and achieving business objectives.
Excellent problem-solving skills, with the ability to identify issues, propose solutions, and drive resolution.
Exceptional organizational skills and attention to detail, with the ability to manage multiple projects simultaneously and meet deadlines.
Adaptability and flexibility, with the ability to thrive in a fast-paced and dynamic environment.
#ADL
Show more
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Project Management and Information Technology
Industries
Internet Publishing",2026-01-25T20:03:24.348494
4309943944,Key Account Manager,airtel,"Navi Mumbai, Maharashtra, India",True,LISTED,4 hours ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4309943944/,"Position:
Key Account Manager – Enterprise
Location:
PAN India
Purpose Of The Role
Responsible for end-to-end telecom, cloud, and security needs of a set of 30–35 enterprise accounts, primarily mid to large segment. The role focuses on driving revenue growth by positioning
Airtel’s Digital Services portfolio
(Cloud, Security, Data Center, IoT, CPaaS) alongside core connectivity offerings.
Key Responsibilities
Build and maintain strategic relationships with key decision-makers (Middle/Senior Management, CXOs) across enterprise accounts.
Drive revenue growth and retention in existing accounts across Data, Voice, Cloud, and Security solutions.
Identify and create opportunities in Cloud adoption (migration, DR/backup, app hosting) and Security services (SOC, managed security, compliance).
Engage with CIOs, CTOs, and CISOs to understand their digital priorities and align Airtel offerings accordingly.
Collaborate with internal specialist teams and external partners/vendors to deliver integrated solutions and ensure business target achievement.
Achieve account business targets: order booking, revenues, collections, new account identification, and churn control.
Augment solution selling and drive new product penetration, particularly in emerging markets.
Key Competencies
Commercial Acumen & Enterprise Solution Selling
Consultative Selling for Cloud & Security Solutions
Customer Service Orientation and Executive Presence (handling CXO-level discussions)
Key Account Planning & Management
Negotiation Skills & Competitive Positioning
Strong knowledge of Cloud (Private/Public/Hybrid), Data Center, Security, and Enterprise Networking
Ability to devise creative ideas to attract and engage target customers
Experience & Qualifications
Proven experience in selling Cloud and Security solutions to enterprise customers.
Exposure to deal structuring, pricing, and competitive positioning.
Strong understanding of digital transformation, data protection, compliance, and cybersecurity.
Ability to collaborate with internal and external teams to deliver integrated solutions.
Once you give the go-ahead, we will share the JD with the Marketing team today, and it will be posted on
LinkedIn from the Airtel Business page
The agenda of this LinkedIn post is to attract talent to our Sales team—professionals with Cloud and Solution Selling expertise who can bring innovative solutions to life for our customers. We are looking for individuals who can drive enterprise growth, manage strategic client relationships, and deliver tangible business impact.
Role Details
Req ID: Already created
Job Title: Key Account Manager
Location: PAN India
Application: Link to apply will be included in the LinkedIn post
#BAL
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Sales and Business Development
Industries
Telecommunications",2026-01-25T20:03:26.235760
4353128182,Associate Product Manager,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,1 week ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4353128182/,"We are looking for a Product Manager with deep customer empathy, strong business acumen, and a data-driven mindset. If you have been in any market, you will notice people on the ground wearing Airtel shirts serving customers to install new services, or fix problems. These are our frontline who deliver the highest quality of experience to our customers. You will own and drive AI-driven product initiatives that enhance their workday, work quality, thereby delivering a best-in-class experience to the end customer. This role requires a mix of strategic thinking, hands-on problem-solving, and technical fluency in AI/ML models. You would be expected to apply platform thinking, work with cross functional teams to solve the customer problems at scale.
Key Responsibilities
Customer-Centric Product Thinking
You have a deep understanding of how the operations on the ground take place and live the life of engineers who work on the ground installing or repairing Airtel’s network.
You understand customer pain points and business challenges and be well versed with skills such as global scans and research, and data analysis.
You champion empathy in every product decision and ensure AI-driven solutions enhance the experience of the fleet.
You are able to translate user needs into product roadmaps, constantly ensuring and obsessing about business impact.
Data Fluency & Experimentation
You define, track, and analyze product KPIs using data tools and technology to drive key product decisions.
You run A/B tests, interpret results, and iterate to improve user experience and business impact.
Leverage data to create compelling narratives that influence leadership and cross-functional teams.
AI & Machine Learning Implementation
You work closely with data scientists and engineers to build, train, and deploy AI/ML models that enhance user experience and business processes.
Identify use cases where AI can drive automation, personalization, and decision-making improvements.
Stay up-to-date with the latest advancements in AI/ML and apply best practices to solve business problems.
Execution & Problem-Solving
• You own end-to-end execution of product initiatives with a high degree of ownership and attention to detail.
• You visit the market frequently and regularly, and learn the on-ground realities that help you understand the needs of the engineers better.
• Break down complex problems into actionable insights and work cross-functionally to drive solutions.
• You go deep into data, user feedback, and engineering architecture to identify root causes and drive meaningful improvements in our service delivery experience.
Why Join Us?
At Airtel Digital, you won’t just build products—you’ll shape the future of digital experiences for millions. Here’s why you should consider joining us:
Work on high-impact, AI-driven solutions that directly touch over 400+ million customers across telecom, payments, entertainment, and enterprise services.
Solve complex challenges that have real-world impact—from personalizing digital experiences to optimizing business operations using AI.
Stay ahead of the curve with access to upskilling programs, conferences, and mentorship to fuel your professional growth.
Experience a high-ownership culture where you have the freedom to take ideas from concept to execution.
Collaborate with some of the sharpest problem solvers and innovators in the industry who are building world-class digital products at scale.
Work closely with Airtel’s senior leadership, including CXOs, as you drive high-impact AI and digital initiatives. Gain mentorship from industry veterans who have built and scaled some of the largest digital platforms.
Who You Are
Curious & Adaptable: You thrive in a fast-paced environment and continuously seek to learn new technologies and methodologies.
High Ownership: You take initiative, dive deep into problems, and see things through to execution.
AI-Savvy: You have hands-on experience with AI/ML applications and understand model training, deployment, and evaluation.
Data-Driven & Analytical: You have a strong ability to interpret data, run experiments, and make evidence-based decisions.
Rockstar in Communication: Drive clarity across cross functional teams on how business and customer problems are being solved and ensure that concerns from CFTs (including experience, growth, analytics, finance) are addressed.
Customer Obsessed: You deeply understand customer pain points and prioritize solving them effectively.
Qualifications
Proven track record of building products with a mix of business, design, and technical considerations.
Experience in managing fleet on the ground, or building products in the B2B2C space is a plus.
Excellent communication skills to collaborate with engineering, design, and leadership teams.
1+ years of product management experience, preferably in AI/ML-driven products.
Strong analytical skills with experience using SQL, Python, or other data tools.
Experience working with data science teams, defining ML product requirements, and deploying AI-driven features.
Effective prioritization framework to focus on the right features and capability to ship.
Demonstrated experience in running agile squads, create, prioritize and execute a backlog to incrementally deliver value to the customer.
Experience in building platforms, managing complex projects with proven skillset in solving customer problems through workforce management solutions preferred, but not required for consideration.
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Product Management
Industries
Software Development",2026-01-25T20:03:28.101881
4352979050,Senior Product Manager,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,1 week ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4352979050/,"Direct message the job poster from Airtel Digital
Nidhi Kushwaha
Nidhi Kushwaha
Assistant Team Lead -Talent Acquisition
About Airtel Digital
Airtel Digital is at the forefront of digital transformation, redefining how millions of customers experience telecom, content, and financial services. Our mission is to build scalable, AI-driven solutions that create seamless and personalized experiences for our users. If you are a visionary product leader who can anticipate the future of business and technology, evangelize bold ideas to leadership, and nurture high-performing teams, this is your opportunity to drive transformation at one of India’s largest digital ecosystems.
Role Overview
As a Senior Product Leader, you will define and execute a visionary strategy that shapes the future of Airtel’s digital products. You will own and drive AI-led product innovations, collaborating with cross-functional teams to build intelligent, scalable, and high-impact solutions.
This role demands:
Deep customer empathy to solve real-world problems
Ability to envision the future of AI & business and articulate a compelling strategy
Technical fluency in AI/ML models and a data-driven mindset
Strong leadership to attract, mentor, and grow top talent
Storytelling & evangelism skills to influence senior leadership and drive org-wide AI adoption
Key Responsibilities
Define & Evangelize the Future
Envision the intersection of AI & business—identify emerging trends, new opportunities, and disruptive innovations.
Evangelize bold AI-driven ideas to leadership, influencing strategic investments and org-wide adoption.
Develop and execute a long-term AI & data strategy, ensuring alignment with Airtel’s business goals.
Build & Scale AI-Powered Products
Own the end-to-end lifecycle of AI/ML-powered products, driving meaningful business impact.
Identify high-impact AI use cases—from hyper-personalization to business optimization.
Partner with engineering and data science teams to build, deploy, and scale AI solutions that serve millions.
Leadership, Talent Growth & Culture Building
Attract, hire, and nurture top talent in AI, data science, and product management.
Invest in people—mentor and coach teams to unlock their highest potential. ▪ Foster a culture of innovation, experimentation, and continuous learning.
Cross-Functional Influence & Collaboration
Work closely with CXOs and senior leadership, driving alignment across business, technology, and design teams.
Collaborate with engineering, data science, and marketing teams to seamlessly integrate AI-driven solutions into Airtel’s digital products.
Build a strong AI product mindset within the organization, ensuring buy-in from stakeholders at all levels.
Customer-Centric Product Thinking
You have a deep understanding of customer pain points and business challenges and be well versed with skills such as global scans and research, and data analysis.
You champion customer empathy in every product decision and ensure AI-driven solutions enhance user experience.
You are able to translate customer needs into product roadmaps, constantly ensuring and obsessing about business impact.
Why Join Us?
At Airtel Digital, you won’t just build products—you’ll shape the future of digital experiences for millions. Here’s why you should consider joining us:
Work on high-impact, AI-driven solutions that directly touch over 400+ million customers across telecom, payments, entertainment, and enterprise services.
Solve complex challenges that have real-world impact—from personalizing digital experiences to optimizing business operations using AI.
Stay ahead of the curve with access to upskilling programs, conferences, and mentorship to fuel your professional growth.
Experience a high-ownership culture where you have the freedom to take ideas from concept to execution.
Collaborate with some of the sharpest problem solvers and innovators in the industry who are building worldclass digital products at scale.
Work closely with Airtel’s senior leadership, including CXOs, as you drive high-impact AI and digital initiatives. Gain mentorship from industry veterans who have built and scaled some of the largest digital platforms.
Who You Are
Visionary Leader:
You anticipate the future of business, AI, and technology, shaping the long-term strategy.
Evangelist & Storyteller:
You communicate complex AI concepts in a way that excites and influences leadership.
AI & Data Expert:
You have a strong technical grasp of AI/ML models and experience in building scalable AI products.
Talent Magnet:
You attract, hire, and develop top-tier product talent, creating a high-performance culture.
High Ownership & Bias for Action:
You move fast, make decisions with conviction, and drive results.
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Product Management
Industries
Software Development",2026-01-25T20:03:29.988706
4351174485,Quality Assurance Lead,Airtel Digital,"Pune, Maharashtra, India",True,LISTED,2 weeks ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4351174485/,"Direct message the job poster from Airtel Digital
Aanchal Nijhawan
Aanchal Nijhawan
Talent Acquisition Lead @ Airtel | Helping Talent and Companies Find Their Perfect Match
About the Role
We are seeking a highly skilled and proactive Lead QA Engineer with 47 years of strong hands-on experience in API testing, SQL, and Linux, along with exposure to or interest in Big Data testing. In this role, you will take ownership of quality across services, guide junior team members, and ensure robust end-to-end validation of complex data-driven applications. You will work closely with cross-functional teams to deliver high-quality, scalable, and reliable solutions.
Key Responsibilities
Design, develop, and execute comprehensive API test cases using tools like Postman, Rest Assured, etc.
Perform backend data validations using advanced SQL queries (joins, aggregations, data accuracy checks).
Validate data flow and transformations across distributed systems and backend services.
Execute test scenarios in Linux/Unix environments, including log analysis and basic scripting.
Collaborate with developers, product managers, DevOps, and stakeholders to understand requirements and ensure complete test coverage.
Drive test planning activities, contribute to test strategies, and prepare detailed test reports.
Own defect lifecycle management using tools such as JIRA, ensuring timely follow-ups and resolution.
Lead and participate in exploratory, regression, integration, and system testing cycles.
Perform validation of Big Data workflows (Hive, Spark, HDFS, etc.) for data accuracy, completeness, and pipeline stability.
Provide guidance to junior QA engineers and contribute to process improvements within the team.
Required Skills & Qualifications
4–7 years of experience in software QA/testing.
Strong hands-on experience in REST API testing (Postman, Rest Assured, SOAP UI, etc.).
Solid working knowledge of SQL (joins, aggregations, data validation).
Proficiency in Linux/Unix environments (shell commands, log debugging, basic scripting).
Experience with test case management and defect tracking tools (JIRA, TestRail, Bugzilla, etc.).
Strong understanding of SDLC and Agile/Scrum methodologies.
Ability to work independently and take ownership of deliverables.
Good to Have
Exposure to Big Data testing (Hive, Hadoop, HDFS, Spark, Kafka, etc.).
Experience with ETL / Data pipeline testing.
Exposure to test automation or scripting (Python).
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Engineering
Industries
Telecommunications and Software Development",2026-01-25T20:03:31.867303
4353563063,Lead Data Analyst,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,1 week ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4353563063/,"Direct message the job poster from Airtel Digital
Nidhi Kushwaha
Nidhi Kushwaha
Assistant Team Lead -Talent Acquisition
Airtel is a leading telecom provider with over
400 million subscribers
. As a
data-driven organization
, we process
2 trillion events daily
and store
100 PB of data
, enabling smarter business decisions. With growing data demands and evolving use cases, we need
faster, scalable decision-making
powered by analytics and AI.
About the role:
As a
Sr
.
Lead Data Analyst
at Airtel, you will play a pivotal role in driving data-backed decision-making by providing actionable insights across various business functions. You will work independently to analyze complex business data related to sales, revenue, customer experience, and financial operations (billing, payments, collections). You will also contribute to the development of AI-driven solutions that improve business performance and optimize processes.
In this role, you will take ownership of your deliverables and work directly with cross-functional teams, including Engineering, Marketing, Product, and Customer Experience, to ensure the successful execution of analytics initiatives. You will also be expected to set an example for high-quality execution, share best practices, and mentor junior analysts to build a strong analytics foundation within the team.
Key Responsibilities:
End-to-End Analytics Execution:
Take ownership of data analysis projects, leveraging AI/ML to solve business problems and drive results in sales, billing, payments, and customer experience.
Mentorship & Best Practices:
Lead by example in executing analytics tasks with high quality, sharing best practices, and mentoring junior analysts to build a strong analytics foundation.
Collaboration:
Work closely with cross-functional teams to provide data-driven insights that align with business objectives, ensuring actionable outcomes.
AI & Data Insights:
Apply machine learning models and predictive analytics to identify patterns, improve decision-making, and automate reporting.
Problem Solving & Communication:
Break down complex problems into structured analysis, and communicate insights clearly to the stakeholders.
Preferred Qualifications:
Education
: Bachelor’s degree in a related field (e.g., Engineering, Data Science, Statistics, Business Analytics)
Experience:
4-6 years in data analysis, with demonstrated ownership of end-to-end deliverables with clear business impact
Business Knowledge:
Strong understanding of business processes, including acquisition cycles, customer experience, workforce management.
Technical Expertise
Proficiency in data analysis and visualization tools (e.g., SQL, Python, Pyspark, Tableau, Power BI, Excel)
Understanding of ETL pipelines, data warehousing, and cloud-based AI analytics platforms
Proficiency in A/B testing, cohort analysis, MECE methodologies, and predictive modelling
AI/ML Knowledge
Solid foundation in applying AI/ML techniques (Regression, Random Forest, Boosting techniques) to business data, including predictive analytics and anomaly detection.
Basic experience with machine learning tools and frameworks such as Python, Scikit-Learn, or similar
Familiarity with Generative AI tools and their application in business intelligence and reporting is a plus
Mentorship & Leadership:
Proven ability to mentor junior analysts and foster a collaborative, learning-oriented team environment.
Seniority Level
Mid-Senior level
Industry
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Analyst
Industries
Software Development",2026-01-25T20:03:33.750815
4355233881,Senior Product Manager,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,3 days ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4355233881/,"At
Airtel
, we’re not just scaling connectivity—we’re redefining how India experiences digital services. With 400M+ customers across telecom, financial services, and entertainment, our impact is massive. But behind every experience is an opportunity to make it smarter . We're looking for a
Product Manager – AI
to drive next-gen intelligence for our customers and business. AI is a transformational technology and we are looking or skilled product managers who will work on leveraging AI to power everything from our digital platforms to customer experience. You’ll work at the intersection of machine learning, product design, and systems thinking to deliver AI-driven products that create tangible business impact—fast.
Experience require : 8+ yrs
Location: Gurgaon
What You’ll Do
Lead and contribute to AI-Powered Product Strategy
Define product vision and strategy for AI-led initiatives that enhance productivity, automate decisions, and personalise user interactions across Airtel platforms.
Translate Business Problems into AI Opportunities
Partner with operations, engineering, and data science to surface high-leverage AI use cases across workforce management, customer experience, and process automation.
Build & Scale ML-Driven Products
Define data product requirements, work closely with ML engineers to develop models, and integrate intelligent workflows that continuously learn and adapt.
Own Product Execution End-to-End
Drive roadmaps, lead cross-functional teams, launch MVPs, iterate based on real-world feedback, and scale solutions with measurable ROI.
What You Need to be Successful
Influential Communication
- Craft clarity from complexity. You can tailor messages for execs, engineers, and field teams alike—translating AI into business value.
Strategic Prioritisation
- Balance business urgency with technical feasibility. You can decide what
not
to build, and defend those decisions with data and a narrative
Systems Thinking
- You can sees the big picture —how decisions in one area ripple across the business, tech stack, and user experience.
High Ownership & Accountability
- Operate with a founder mindset. You don't wait for direction — you can rally teams, removes blockers, deal with tough stakeholders and drives outcomes.
Adaptability
- You thrive in ambiguity and pivot quickly without losing sight of long-term vision—key in fast-moving digital organizations.
Skills You'll Need
AI / ML Fundamentals
Understanding of ML model types: Supervised, unsupervised, reinforcement learning
Common algorithms: Linear/logistic regression, decision trees, clustering, neural networks
Model lifecycle: Training, validation, testing, tuning, deployment, monitoring
Understanding of LLMs, transformers, diffusion models, vector search, etc.
Familiarity with GenAI product architecture: Retrieval-Augmented Generation (RAG), prompt tuning, fine-tuning
Awareness of real-time personalization, recommendation systems, ranking algorithms, etc
Data Fluency
Understanding Data pipelines
Working knowledge of SQL and Python for analysis
Understanding of data annotation, labeling, and versioning
Ability to define data requirements and assess data readiness
AI Product Development
Defining ML problem scope: Classification vs. regression vs. ranking vs. generation
Model evaluation metrics: Precision, recall, etc.
A/B testing & online experimentation for ML-driven experiences
ML Infrastructure Awareness
Know what it takes to make things work and happen.
Model deployment techniques: Batch vs real-time inference, APIs, model serving
Monitoring & drift detection: How to ensure models continue performing over time
Familiarity with ML platforms/tools: TensorFlow, PyTorch, Hugging Face, Vertex AI, SageMaker, etc. (at a product level)
Understanding latency, cost, and resource implications of ML choices
AI Ethics & Safety
We care deeply about our customers, their privacy and compliance to regulation.
Understand Bias and fairness in models: How to detect and mitigate them
Explainability & transparency: Importance for user trust and regulation
Privacy & security: Understanding implications of sensitive or PII data in AI
Alignment and guardrails in generative AI systems
Preferred Qualifications
Experienced Machine Learning/Artificial Intelligence PMs with 8+ yrs of working experience
Experience building 0-1 products, scaled platforms/ecosystem products, or ecommerce
Bachelor's degree in Computer Science, Engineering, Information Systems, Analytics, Mathematics
Masters degree in Business
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Product Management
Industries
Telecommunications",2026-01-25T20:03:35.610164
4350650681,Software Engineer_BE,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,3 weeks ago,Full-time,Entry level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4350650681/,"Direct message the job poster from Airtel Digital
Shalini Rai
Shalini Rai
Building Tech teams@ Airtel , reach out- shalini.rai@airtel.com #hiringTalks #humanresources #hiring Airtel Digital #Technical Recruiter
Role: Backend Developer - JAVA What responsibilities will you get when working with us?
Primary
● Building the entire Backend platform for a product portfolio
● End to end delivery of new features.
● Evolving the architecture for performance and scalability.
● Design, develop and own components of a highly scalable, distributed web services platform.
● Constantly strive to improve software development process and team productivity.
● Mentor and train team members
● Lead module development independently.
Secondary Demonstration of leadership and planning through proactive behavior and independent problem solving. Demonstrate strong collaboration with other test team members and development team members in order to meet goals What will you need to be successful in this role?
● 1years of experience in a scalable product/ecommerce organization·
● Excellent Java skills, Understanding of Spring framework & MVC approach
● Strong knowledge of Performance optimization and caching techniques.
● Strong Object Oriented Programming concepts, data structure and algorithms
● Experience in developing scalable, fault-tolerant, distributed backend services
● Experience with prevalent design patterns and advanced system designing
● Good experiences with databases and Schema design. We heavily use NoSQL databases
● Strong Problem Solving skills
Show more
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Other, Engineering, and Consulting
Industries
IT Services and IT Consulting and Telecommunications",2026-01-25T20:03:37.500843
4351209836,Database Administrator,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,2 weeks ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4351209836/,"Direct message the job poster from Airtel Digital
Shalini Rai
Shalini Rai
Building Tech teams@ Airtel , reach out- shalini.rai@airtel.com #hiringTalks #humanresources #hiring Airtel Digital #Technical Recruiter
DBA+PLSQL/SQL Developer
Good knowledge of Oracle database architecture
Good knowledge of Oracle internals and performance diagnostic.
Experience in Database Designing
Experience in Database Performance Tuning
Experience in Database migration.
Experience in developing stored procedure, functions, triggers
Complex query writing and Query profiling
Slow query identification and optimization/Query tuning.
Partitioning, indexing, horizontal and vertical scaling
Implementation data archiving and purging policy
Experience in Managing data warehouse.
Shell/Perl/Python scripting for Reports/ETL
Knowledge of installation and setup stand alone, RAC, Extended RAC
RMAN, Backup, Restore, Recovery.
HA and DR(active/standby)
Oracle Golden Gate Replication.
Version upgradation and patching.
User role and access management.
Data Security and encryption
DB health check, alerting and monitoring.
Good to have:
Experience in PostgreSQL, MySQL, NoSQL databases like mongodb.
3-5 Experience
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Advertising, Consulting, and Information Technology
Industries
Information Services and Software Development",2026-01-25T20:03:39.377746
4352001454,Principal Data Analyst,Airtel Digital,"Gurugram, Haryana, India",True,LISTED,2 weeks ago,Full-time,Mid-Senior level,,Over 200 applicants,https://www.linkedin.com/jobs/view/4352001454/,"About the Role
You will lead the definition, development, and delivery of AI-powered analytics solutions across critical business domains—ranging from digital customer journeys and revenue growth to network performance, sales operations, collections, and customer experience. You will drive impact by breaking down complex, ambiguous business problems and turning them into structured, data-driven strategies. You’ll work across highly matrixed functions and with senior leaders to embed AI into the fabric of decision-making at Airtel.
This role requires a strong blend of
technical depth, business understanding, stakeholder influence, and leadership maturity
.
Experience required:
10+ years of experience in analytics, with at least 4 years in a leadership role managing teams.
Key Responsibilities
Shape Analytics and AI Strategy
Define the vision and roadmap for AI-driven analytics across Airtel’s Consumer and B2B businesses.
Design frameworks to measure product, sales, marketing, finance, and customer experience performance.
Champion the use of predictive analytics, Generative AI, and large language models to automate and personalize insight delivery.
Influence Senior Leadership and Drive Clarity
Engage directly with Airtel’s executive and CXO leadership to present analytics insights and influence decisions.
Translate complex AI and machine learning outputs into clear, compelling business narratives.
Proactively bring structure and clarity to high-stakes, ambiguous problem spaces through data.
Build and Scale Analytics Execution
Partner with data engineering teams to build scalable solutions and data pipelines.
Drive experimentation with predictive modeling, anomaly detection, forecasting, and Generative AI.
Ensure analytics readiness from the start of every product, marketing, or operations initiative.
Lead Cross-Functional Collaboration in a Matrixed Organization
Work across product, sales, network, finance, and customer experience teams to prioritize and execute data initiatives.
Bring diverse teams together to align on metrics, methodologies, and insights.
Evangelize a culture of decision-making rooted in data and AI.
Mentor, Grow, and Uplift Analytics Talent
Lead, coach, and inspire a team of high-performing analysts.
Build capabilities in emerging areas like LLM-driven analytics, automated reporting, and responsible AI.
Foster a high-accountability culture with strong analytical rigor and storytelling excellence.
Qualifications
Business Acumen
Deep understanding of both B2B and Consumer business models, including sales, product, digital channels, and customer lifecycle metrics.
Familiarity with telecom KPIs like ARPU, churn, usage segmentation, NPS, collections, and network performance.
AI & Technical Skills
Hands-on proficiency in Python, PySpark, Scikit-learn, TensorFlow, or similar tools.
Experience with machine learning use cases like forecasting, churn prediction, personalization, and anomaly detection.
Exposure to cloud-native analytics platforms (e.g., Google Cloud, AWS, Azure ML) and LLMs such as GPT, Claude, Gemini.
Strong working knowledge of data visualization tools like Tableau, Power BI, or Looker.
Leadership & Communication
Proven ability to work across matrixed teams and influence senior stakeholders through data.
Strong problem-solving and communication skills—able to drive clarity from chaos.
Experience mentoring talent, setting analytical standards, and building team culture.
Show more
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Analyst
Industries
Telecommunications and Internet Marketplace Platforms",2026-01-25T20:03:41.241465
